护栏 横杆 连接 装置   本 实用新型 涉及 护栏 横杆 连接 装置 ， 包括 上盖 、 下盖 及 套管 ， 所述 上盖 与 下 盖 组合 安装 ， 套管 将 上 盖 与 下 盖 固定 连接 ， 上盖 与 下 盖 安装 后 的 组合体 包括 位于 竖直 向且 两端 贯穿 的 空腔 ， 该 空腔 的 两侧 设有 向 水平 向 延伸 的 安装 腔 ， 套管 呈环 形状 ， 空腔 下方 开口 的 内壁 设有 定位 凹槽 。 本 实用新型 采用 塑料 ABS 一体 注塑 而成 ， 具有 强度 好 韧性 高 的 特点 ， 相比 金属件 尤其 适用 于 室外 露天 环境 ， 解决 了 金属件 会 生锈 腐蚀 ， 后期 不好 拆卸 等 问题 ， 塑料件 轻便 ， 拆卸 方便 ， 可 快速 完成 装配 且 制造 成本低 。 

河道 绿色生态 清淤 处理 系统 及其 处理 方法   本发明 公开 了 一种 河道 绿色生态 清淤 处理 系统 及其 处理 方法 ， 该 系统 包括 环保型 绞吸式 挖泥船 、 输泥 管道 、 高速 搅拌 装置 及 干化场 ， 环保型 绞吸式 挖泥船 设置 有 清淤 装置 、 泥舱 及 泥浆泵 ， 清淤 装置 的 底端 设置 有 环保 绞刀 头 ， 环保 绞刀 头 用于 铰吸 淤泥 ； 泥舱 ， 用于 储存 淤泥 ； 泥浆泵 用于 将 淤泥 通过 输泥 管道 抽 送到 高速 搅拌 装置 中 ； 高速 搅拌 装置 ， 与 输泥 管道 连通 ， 用于 将 淤泥 与 投入 到 其内 的 高性能 疏水 化剂 SHJ 、 高分子 絮凝剂 XNJ 搅拌 均匀 ； 干化场 包括 泥浆 初 沉池 、 工艺 配方 池 、 泥水 分离 固化 设施 、 尾水 处理 池及 装车 场地 。 本发明 提供 的 河道 绿色生态 清淤 处理 系统 及其 处理 方法 ， 能够 提高 淤泥 去除率 ， 避免 了 对 环境 的 二次污染 ， 可为 大 、 中及 小型 河道 的 清淤 提供 技术 借鉴 。 

新型 雨水 调蓄 处理 池 及其 调蓄 处理 方法   本发明 公开 了 一种 新型 雨水 调蓄 处理 池 及其 调蓄 处理 方法 ， 该 新型 雨水 调蓄 处理 池 包括 进水管 、 漂浮物 拦截 区 、 混凝 沉淀 区 、 过滤 区 、 消毒 区 、 储泥区 、 出水管 、 水位 传感器 及 消毒剂 自动 投放 机 ； 进水管 设置 在 新型 雨水 调蓄 处理 池 的 左上方 位置 ， 漂浮物 拦截 区 、 混凝 沉淀 区 、 过滤 区及 消毒 区 从左到右 依次 分布 ， 漂浮物 拦截 区及 混凝 沉淀 区 下方 均 设有 储泥区 ， 用于 储存 雨水 中 的 沉淀物 ； 出水管 设置 在 新型 雨水 调蓄 处理 池 的 右上方 位置 。 本发明 提供 的 新型 雨水 调蓄 处理 池 ， 雨水 处理工艺 的 成本 较 低 ， 出水 水质 可以 满足 市政 杂 用水 及 景观 用水 水质标准 ， 是 较为 经济 合理 的 雨水 处理工艺 ； 并且 资源 得到 了 有效 利用 ， 环保 。 

建筑 信息 模型 生成 并 关联 二维码 的 方法 及 系统   本发明 提供 一种 建筑 信息 模型 生成 并 关联 二维码 的 方法 ， 其 特征 在于 ， 该 方法 包括 ： 提取 REVIT 平台 生成 的 建筑 信息 模型 中 的 实体 信息 ID ； 提供 一 二维码 服务器 ， 该 二维码 服务器 具有 一外 接 接口 ， 该 外接 接口 用以 实现 二维码 服务器 与 移动 端的 信息 交互 ； 对 所述 实体 信息 ID 随机 生成 一张 二维码 ， 并 将 该 二维码 上传 至 所述 二维码 服务器 ， 该 二维码 附带 有 身份 识别 信息 ； 将 建筑 实体 构件 中可供 所述 二维码 提取 / 修改 的 信息 上 传到 所述 二维码 服务器 ； 所述 二维码 服务器 对 输入 的 信息 按照 二维码 相关 权限 进行 分类 存储 。 本发明 提供 的 建筑 信息 模型 生成 并 关联 二维码 的 方法 能够 将 实际 全 寿命 期中 的 实际 建筑物 与 二维码 很 好 的 关联 在 一起 ， 实现 多方 对 建筑物 相关 信息 的 管理 和 管控 。 

建筑 信息 模型 数据库 的 自检 方法 及 自检 系统   本发明 提供 一种 建筑 信息 模型 数据库 的 自检 方法 ， 包括 ： 提取 REVIT 平台 生成 的 建筑 信息 模型 中 的 信息 生成 一 信息 数据库 ； 生成 一 规范 数据库 ； 生成 第一 关键词 列表 ； 提供 一 自检 服务器 ； 针对 第一 关键词 列表 中 的 关键词 ： 1 ) 从 规范 数据库 中 提取 出 与 该 关键词 相关 的 规范 ， 生成 标准 数据库 ， 2 ) 从 信息 数据库 中 提取 出 与 该 关键词 相关 的 数据 信息 ， 生成 自检 数据库 ； 将 自检 数据库 中 的 数据 信息 和 标准 数据库 中 的 规范 做 比 对 ， 如果 不 符合规范 ， 根据 规范 要求 补充 或者 修改 数据 信息 。 本发明 能够 根据 关键词 对 BIM 数据库 中 的 建筑 信息 自检 ， 从而 在 计算机 对 数据库 数据 进行 计算 与 判断 之前 对 明显 存在 错误 的 数据 进行 筛选 ， 和 特定 项目 的 数据库 计算 与 判断 所 缺失 的 必要 数据 进行 提示 补录 。 

引水 活化 系统   本 实用新型 公开 了 一种 引水 活化 系统 ， 该 引水 活化 系统 包括 泵站 、 管道 、 水位 传感器 及 控制器 ， 管道 包括 进水管 道 和 出水管 道 , 进水管 道 沿 主干 河 的 排水渠 一侧 固定 安装 ， 出水管 道 沿 支流 河岸 敷设 ； 进水管 道 管径 为 600mm ； 出水管 道 管径 为 400mm 。 泵站 包括 排水泵 和 引 水泵 ， 排水泵 用于 从 支流 河向 主干 河 排水 ， 引 水泵 用于 在 非 汛期 时 将 主干 河 的 水 抽 送到 支流 河 上游 中 ， 引 水泵 的 进水 端 设置 有软 接头 及 手动 球阀 ， 出水 端 设置 软 接头 、 手动 蝶阀 及 止回阀 ； 水位 传感器 ， 用于 感应 支流 河 的 水位 ； 控制器 用于 根据 水位 传感器 采集 的 水位 数据 控制 排水泵 和 引 水泵 启 、 停 。 本 实用新型 提供 的 引水 活化 系统 ， 采用 下游 向 上游 引水 循环 的 方案 ， 从 主干 河 引水 对 支流 河 进行 补水 活化 ， 改善 支流 河 水质 ， 保护 生态环境 。 

河道 水体 生物 生态 净化 处理 系统 及其 处理 方法   本发明 公开 了 一种 河道 水体 生物 生态 净化 处理 系统 及其 处理 方法 ， 该 河道 水体 生物 生态 净化 处理 系统 利用 河道 构建 处理单元 ， 按 水流 方向 自上而下 依次 设置 用于 生物 生态 净化 的 高效 脱氮 人工 湿地 单元 、 用于 原位 污染 治理 的 盆景 式 增氧 生物膜 阵单元 及 用于 异位 强效 修复 的 生物 滤墙 单元 。 本发明 提供 的 河道 水体 生物 生态 净化 处理 系统 ， 河道 污水 依次 经过 以上 三个 处理单元 后 最终 能够 达到 水质 改善 的 目的 。 本发明 还 提供 一种 处理 方法 ， 河水 依次 经过 高效 脱氮 人工 湿地 单元 、 盆景 式 增氧 生物膜 阵单元 及 生物 滤墙 单元 的 强化 净化 ， 能够 解决 黑臭 河道 的 污染 问题 ， 有效 去除 污水 中 有机物 、 氮 和 磷 等 污染 物质 。 

复合 U 型 溢流 堰 及其 治理 河道 的 方法   本发明 公开 了 一种 复合 U 型 溢流 堰 及其 治理 河道 方法 ， 该 复合 U 型 溢流 堰 包括 由 与 河岸 方向 垂直 的 两排 木桩 组成 的 溢流 堰 主体 及 填料 层 ， 两排 木桩 之间 的 间距 为 1.5 米 ， 每排 木桩 整体 呈 U 型 ， 每排 木桩 分别 由 若干根 圆柱形 木桩 组成 ， 每 两根 木桩 之间 留有 间隙 ； 填料 层 ， 设置 在 两排 木桩 之间 ， 沿 水流 方向 自上而下 分别 设定 为 第一 填料 层 、 第二 填料 层及 第三 填料 层 ， 每层 填料 层 内部 分别 填充 三种 不同 填料 ， 每种 填料 的 粒径 沿着 水流 方向 依次 增大 。 本发明 还 提供 一种 治理 河道 方法 ， 溢流 堰中 设置 有 大量 脱氮除 磷 的 透水 填料 ， 上游 部分 水体 经过 复合 U 型 溢流 堰 内部 的 填料 除污 、 净化 后排 到 下游 ， 能够 有效 去除 氮 、 磷 、 BOD 、 COD 等 污染 物质 ， 最终 达到 水质 改善 的 目的 。 

叠合 阳台   本 实用新型 提供 一种 叠合 阳台 ， 所述 阳台 包括 对称 设置 的 悬挑 梁 、 封口 梁 和 阳台 板 ， 其中 ， 所述 悬挑 梁为 L 形 ， 所述 悬挑 梁 的 一端 设置 有 预留 钢筋 ， 预留 钢筋 设置 于 室内 现浇 混凝土 楼板 或 叠合 楼板 的 叠合 板内 ， 所述 悬挑 梁 上铺 设有 预制 阳台 板 ， 悬挑 梁 的 另一端 上铺 设有 与 悬挑 梁相 垂直 的 封口 梁 ， 所述 封口 梁 、 悬挑 梁 、 预制 阳台 板 通过 设置 于 预制 阳台 板上 的 现浇 层 浇注 为 一体 。 本 实用新型 提供 一种 工人 操作 简便 ， 施工 难度 较 少 ， 不 需要 采用 较 高 吨位 的 塔吊 吊装 的 叠合 阳台 。 

强化 生态 净化 组合 联用 系统 及其 净化 河道 水体 的 方法   本发明 公开 了 一种 强化 生态 净化 组合 联用 系统 及其 净化 河道 水体 的 方法 ， 包括 在 河道 中 按 水流 方向 自上而下 依次 设置 的 垂直 流 人工 湿地 、 植物 强化 曝气 生物膜 、 高效 脱氮 生物 巢及 生态 浮岛 、 在 河道 两侧 岸坡 设置 的 用于 岸边 修复 的 多 空隙 结构 植物 缓冲 修复 带 。 本发明 还 提供 一种 净化 河道 水体 的 方法 ， 通过 植物 强化 曝气 生物膜 技术 、 高效 脱氮 生物 巢 技术 、 生态 浮岛 技术 和 垂直 流 人工 湿地 技术 的 综合 处理 ， 河道 水体 中 COD 、 NH3 ? N 、 TN 、 SS 等 的 去除率 均 可达 60 ％ 以上 ， 可以 有效 改善 水体 水质 ， 为 下游 水体 减少 污染 负荷 压力 ， 并 取得 良好 的 生态 效果 和 景观 效果 ， 最终 实现 河道 功能性 、 生态 性 和 景观 性 合一 。 

雨水 收集 回 用 系统 及其 收集 回 用 方法   本发明 公开 了 一种 雨水 收集 回 用 系统 及其 收集 回 用 方法 ， 该 装置 包括 雨水 弃流 控制器 、 雨水 监测 传感器 、 蓄水池 、 水位 传感器 、 过滤器 、 消毒 装置 及 清水池 ， 其中 ， 雨水 监测 传感器 ， 用于 采集 雨水 汇流 面积 、 雨水 汇流 时间 、 雨频 及 水质 ； 蓄水池 里 设置 有 水位 传感器 ， 用于 感应 蓄水池 里 的 水位 ； 雨水 弃流 控制器 ， 主 控制器 受 PLC 控制系统 控制 ， 驱动 雨水 弃流 阀门 和 雨水 收集 阀门 动作 ； 过滤器 ， 用于 将 雨水 中 的 悬浮 物质 和 有机 污染物 进行 过滤 ； 消毒 装置 为 紫外线 消毒 装置 ， 用于 对 经过 过滤 后 的 雨水 进行 消毒 ； 清水池 ， 用于 暂时 储存 经过 处理 后 的 雨水 。 本发明 提供 的 雨水 收集 回 用 系统 ， 再生 雨水 的 使用 成本低 ， 雨水 再生 利用 也 助于 改善 生态环境 ， 实现 水 生态 的 良性循环 。 

剪刀 楼梯 及其 安装 方法   本发明 提供 一种 剪刀 楼梯 ， 剪刀 楼梯 包括 梯梁 挑耳 、 梯梁 挑板 、 墙体 、 隔墙板 和 预制 梯板 ， 其中 ： 梯梁 挑耳上 固定 连接 有 预制 梯板 的 一端 ， 预制 梯板 的 另一端 滑动 支撑 于 梯梁 挑板 上 ； 其中 两部 预制 梯板 之间 设置 有 隔墙板 ， 隔墙板 的 上端 两侧 面 分别 设置 有 支撑 耳 ， 支撑 耳 与 梯梁 挑耳相 接触 ， 隔墙板 的 下端 与 下 一层 隔墙板 的 上端 面相 接触 或 留有 5mm 的 间隙 。 隔墙板 上 设置 有 通孔 ， 方便 隔墙板 的 吊装 ， 提高 了 安装 的 便捷性 ； 隔墙板 上部 设置 的 支撑 耳 能够 使 隔墙板 被 可靠 的 固定 ， 提高 了 安装 的 可靠性 ， 且 支撑 耳 与 墙体 之间 通过 楼板 现浇 层 固定 ， 连接 可靠 。 

一种 建筑 地下 车库 与 楼面 的 连接结构   本 实用新型 公开 了 一种 建筑 地下 车库 与 楼面 的 连接结构 ， 它 包括 固定 块 ， 固定 块 两侧 连接 有 工字型 固定架 ， 所述 固定架 内部 开 有 通道 ， 排水管 设 于 通道 中 。 本 实用新型 与 传统 技术 相比 ， 通过 固定架 加强 了 对 固定 块 的 支撑 作用 ， 同时 在 固定架 内 设计 通道 加入 排水管 ， 可以 有效 将 地下 车库 内 的 积水 分流 出 保证 地下 车库 的 湿度 在 可控 范围 ， 既 能 防止 受潮 ， 又 能 延长 建筑工程 的 使用寿命 。 

一种 利用 太湖 淤泥 制备 劈开 砖 的 方法   本发明 公开 了 一种 利用 太湖 淤泥 制备 劈开 砖 的 方法 ， 将 原料 太湖 淤泥 干燥 颗料 ， 添加 长石 、 高岭土 、 石英 、 云母 、 干 混剂 和 水 混合 后 均匀 搅拌 ， 通过 挤压 成型 后 进行 干燥 ， 再 煅烧 后制 得 ； 本发明 能够 从 源头 上 解决 太湖 淤泥 处理 处置 的 难题 ， 通过 高温 煅烧 后 ， 能 彻底解决 了 太湖 淤泥 中 重金属 、 病原体 以及 有机 污染物 的 问题 ， 实现 了 淤泥 的 再生资源 化 利用 ， 避免 了 二次污染 的 产生 。 所 生产 的 劈开 砖 不仅 具有 抗折 强度 优良 、 抗 冲刷 性能 佳 等 特点 ， 而且 所 生产 的 劈开 砖经 高温 煅烧 后 ， 不会 产生 二次污染 ， 可 节约 大量 填埋 所 需 占用 的 土地 ， 符合 我国 环境保护 和 资源 综合利用 要求 。 

一种 建筑 沿浇板 与 柱 的 连接 构件   本 实用新型 公开 了 一种 建筑 沿浇板 与 柱 的 连接 构件 ， 它 包括 O型 定位 套 与 定位 板 ， 所述 O型 定位 套 与 定位 板为 一体化 结构 ， 定位 板 平面 上 开设 有 一组 通孔 。 本 实用新型 与 传统 技术 相比 ， 通过 O型 定位 套 对 柱体 进行 固定 ， 然后 通过 定位 板 的 通过 穿 入 钢筋 进行 沿浇板 的 浇注 ， 大大提高 沿浇板 与 柱体 结合 的 牢固 度 ， 同时 ， 也 可以 有效 提高 沿浇板 的 强度 。 

一种 高效 的 初期 雨水 处理 方法   本发明 公开 了 一种 高效 的 初期 雨水 处理 方法 ， 将 环保 水 处理 药剂 A 与 环保 水 处理 药剂 B 加入 收集 的 初期 雨水 中 ， 搅拌 处理 5 ~ 30 分钟 ， 再 加入 复配 催化剂 继续 搅拌 处理 5 分钟 ~ 5 小时 ， 沉淀 后 得到 中 水 。 本发明 工艺 简单 ， 操作 灵活 方便 ， 处理 效果 佳 ， 不仅 能能 迅速 除去 水中 的 油污 和 色素 ， 而且 也 能 使 水中 的 污物 容易 脱水 ， 从而 使 污泥 达到 流态化 ， 提高 固液 分离 速度 。 同时 还 能 起到 阻止 碳酸钙 垢 的 形成 ， 特别 是 对 蓝藻 的 防止 具有 独特 的 作用 。 可 有效 提高 水资源 的 综合利用 ， 从而 达到 节水 的 目的 。 

一种 海绵 城市 初期 雨水 控制 设施   本发明 提供 一种 海绵 城市 初期 雨水 控制 设施 ， 由 绿地 开孔 边石 、 雨水 井开 孔边 石及 道 路边 石围 成 开口 的 碎石 沉淀 槽 ， 碎石 沉淀 槽 的 入 水口 与 道路 汇水区 相连 ， 将 道路 雨水 集中 汇集 ； 绿地 开孔 边石 、 雨水 井开 孔边 石上 均匀分布 于 若干个 输水 孔 ； 绿地 挡水板 、 雨水 井挡 水板 分别 镶嵌 在 绿地 开孔 边石 、 雨水 井开 孔边 石上 ， 可 上下 开启 ； 碎石 沉淀 槽 的 绿地 开孔 边石 一侧 与 碎石 消力区 连接 ； 碎石 沉淀 槽 的 雨水 井开 孔边 石 一侧 与 雨水 井 连接 ； 雨水 井 的 井口 通过 溢流 口 与 绿地 连通 ， 可 将 绿地 调蓄 的 超量 雨水 溢流 进入 雨水 井 排出 。 能够 使 初期 雨水 不 进入 绿地 、 正常 时期 雨水 进入 绿地 的 雨水 控制 设施 ， 解决 了 初期 雨水 对 植物 造成 伤害 的 问题 。 实现 了 海绵 城市道路 设计 对于 雨水 综合 管控 的 要求 ， 即 雨水 进入 绿地 下渗 、 调蓄 、 蓄存 、 净化 的 设计 理念 。 

一种 园林 用 树木 移栽 起苗 装置   本 实用新型 涉及 一种 园林 用 树木 移栽 起苗 装置 ， 构成 包括 机身 和 起 挖 装置 ， 起 挖 装置 位于 机身 侧端 ， 由 主梁 、 副 梁 、 斜梁 、 水平 导向 套 、 垂直 导向 套 、 升降 缸 、 升降 手柄 、 油箱 、 油泵 、 螺纹 刀杆 、 起 挖 刀片 组成 ； 主梁 、 副 梁 和 斜梁 之间 刚性 联接 ； 主梁 与 副 梁 的 一端 固定 到 机身 上 ， 主梁 的 另一端 套 有 水平 导向 套 ， 水平 导向 套 与 垂直 导向 套 焊接 相连 ， 垂直 导向 套内 设置 螺纹 刀杆 ， 外 端 固定 升降 缸 ， 螺纹 刀杆 与 升降 缸 相连 ， 下端 固定 起 挖 刀片 ； 起 挖 刀片 为 部分 半圆型 ， 可以 根据 树木 根系 大小 进行 更换 ； 本 装置 采用 行走 、 挖掘 功能 于 一体 ， 挖掘 过程 省时省力 ， 能够 实现 苗木 起苗 的 规格化 作业 ， 可 对 地块 条件 差 的 小 地块 等 复杂 地块 实施 起苗 作业 。 

一种 多倍体 大花 萱草 组培 方法 及 培养基   本发明 提供 一种 多倍体 大花 萱草 组培 方法 ， 同时 还 公开 了 适用 于 本发明 组培 方法 的 培养基 ， 本发明 方法 提高 了 多倍体 大花 萱草 的 繁殖系数 ， 弥补 了 传统 组织培养 技术 的 一些 不足 ， 如 降低 了 外植体 的 污染 率 、 提高 了 愈伤 组织 分化 率 和 移栽 成活率 等 。 通过 外植体 采集 、 外植体 消毒 效果 、 生根 效果 、 移栽 苗 成活率 等 方面 均 优于 以往 萱草 品种 的 组培快 繁 技术 ， 所 建立 的 规模化 商品生产 体系 稳定 ， 生产 周期 只 需 2 个 月 左右 。 加快 多倍体 大花 萱草 繁殖 速度 ， 打破 繁殖 的 季节 限制 ， 实现 育苗 工厂化 生产 。 本发明 的 组培 配方 是 多倍体 大花 萱草 大量 扩繁 的 最佳 组合 ， 可以 快速 大量 的 繁殖 组培苗 ， 适应 园林绿化 市场需求 。 

一种 手扶拖拉机 用 组合式 叶轮 开沟 机 装置   本 实用新型 公开 一种 手扶拖拉机 用 组合式 叶轮 开沟 机 装置 ， 包括 机身 、 座椅 、 后轮 装置 、 开沟 犁 ； 其 特征 在于 ： 还 包括 翻地 用 叶片 轮 ， 翻地 用 叶片 轮 安装 在 机身 前端 下方 ； 后轮 装置 包括 后轮 升降 调节 装置 ， 后轮 支撑 系统 ； 后轮 升降 调节 装置 包括 可 升降 后轮 轮叉 、 轮叉 滑槽 、 后轮 升降 调节 手柄 ， 通过 操控 后轮 升降 调节 手柄 ， 可 升降 后轮 轮叉 顺着 轮叉 滑槽 滑动 ， 开沟 犁 向下 移动 ， 沟 的 深浅 度 随后 轮 升降 任意 调节 。 开沟 作业 时 ， 翻地 用 叶片 轮 直接 将 沟土 铲 松 ， 均匀 地 耕翻 畦面 ， 分沟 犁 顺着 翻地 叶轮 工作 ， 完成 农田 开沟 作业 。 农田 作业 完成 后 ， 可 将 翻地 用 叶片 轮 卸下 ， 换装 行走 用 橡胶 轮 。 优点 是 ： 减少 机轮 对 农田 碾压 ， 防止 土壤 板结 。 结构紧凑 、 性能 可靠 、 操作 轻便 、 效率高 。 

一种 工程 苗木 用 的 容器 栽培 装置   本 实用新型 公开 一种 工程 苗木 用 的 容器 栽培 装置 ， 包括 袋体 及其 袋口 两侧 对称 设置 的 提手 ； 袋体 中 内部 安装 有 缓释 肥 螺旋管 ， 螺旋管 的 一端 设置 袋体 的 底部 ， 另一端 螺旋 上升 至袋体 的 袋口 ； 袋体 中 内部 的 下 半部 还 对称 设有 若干个 竖直 的 保水剂 盛装 兜 。 袋体 中 内部 安装 有 缓释 肥 螺旋管 及 保水剂 盛装 兜 ， 不但 保证 持续 缓慢 施肥 ， 还 加强 了 袋体 的 支撑 性能 ， 方便 了 苗木 的 移栽 。 保水剂 盛装 兜 能够 增强 土壤 保水 性能 ， 使 根球 部分 保存 相当 数量 的 水分 ， 特别 在 浇灌 或 下雨 时能 截留 贮存 水份 ， 且 保水剂 位于 袋体 中下部 ， 更 利于 根部 保存 水分 。 本 实用新型 制作 简单 ， 使用方便 ， 保证 了 苗木 的 水分 吸收 ， 提高 了 苗木 移栽 成活率 ， 适应 园林绿化 苗木 市场需求 。 

一种 反季节 大 乔木 移栽 方法   本发明 提供 一种 反季节 大 乔木 移栽 方法 ， 其 技术 解决方案 主要 包括 起 挖 前 准备 、 起 挖 、 运输 、 修剪 枝叶 、 挖 种植 穴 、 吊装 、 移植 栽培 、 定植 养护 等 步骤 。 本发明 中 所述 的 移栽 方法 ， 适用 于 乔木 移植 ， 特别 适用 于 移栽 较难 成活 的 胸径 在 15cm 以上 的 较大 乔木 ； 弥补 传统 方法 所 存在 的 许多 问题 ， 能够 将 大 乔木 的 反季节 栽培 成活率 提高 至 96% 以上 ， 移栽 成本 较 低 ， 操作 简单 ， 具有 潜力 巨大 的 推广应用 前景 。 

一种 园林绿化 用 树木 支撑 装置   本 实用新型 公开 一种 园林绿化 用 树木 支撑 装置 ， 由杯 套 通过 铰链 与 杯座 铰接 构成 支撑 单元 ， 在 支撑 单元 中 ， 支撑杆 插 在 套 杯中 ， 杯座 的 底面 为 弧形 ， 杯座 的 本体 中 还 开设 有 带 槽 ， 收紧 带 穿插在 杯座 的 带 槽 中 ， 将 数个 支撑 单元 联系 为 环状 体 支撑 装置 。 使用 时 ， 通过 收紧 带 将 数个 支撑 单元 联系 为 环状 围绕 在 树木 杆径 上 ， 根据 树木 的 树冠 大小 高度 选择 不同 长度 的 支撑杆 及 支撑 角度 ， 将 树木 进行 支撑 ， 将 收紧 带 收紧 固定 即可 支撑 完成 安装 ； 支撑 任务 完成 后 ， 只要 松开 收紧 带 ， 支撑杆 和 支撑 单元 即可 与 树木 脱离 ， 用于 下次 重复使用 。 具有 固定 效果 好 、 景观 效果 佳 、 可 重复使用 、 可 调节 特性 及 生态 效应 明显 的 优点 。 

多功能 花盆 托盘   本 实用新型 公开 一种 多功能 花盆 托盘 ， 托盘 内侧 盘底 设有 环状 的 转盘 导轨 ， 转盘 导轨 中 均匀 镶嵌 有 数个 滚珠 ， 托盘 的 外侧 盘底 均匀 设有 数个 支撑 爪卡槽 ， 支撑 爪卡槽 中 装置 有 支撑 爪 ； 转盘 的 底部 设有 转盘 轨道 ， 转盘 轨道 与 托盘 的 转盘 导轨 啮合 构成 转动 副 ， 转盘 可 在 托盘 内 转动 。 本 实用新型 使用 时 ， 将 花盘 直接 放置 在 托盘 内 的 转盘 上 ， 把 托盘 内 的 导水管 与 花盆 的 土壤 连通 即可 。 托盘 的 转盘 结构 解决 了 盆栽 植物 向光性 生长 美化 问题 ， 使 植物 可以 根据 光照 需求 进行 轻便 调整 ， 满足 其 自身 生长 需求 的 同时 ， 塑造 完美 造型 ； 结构 简单 ， 使用方便 ， 节省 室内 大量 空间 ， 而且 对 小房间 及 空间 有限 的 场所 的 环境 美化 具有 良好 的 效果 。 

网架 杆件 组件 加工 自动化 生产线   本发明 公开 了 网架 杆件 组件 加工 自动化 生产线 ， 包括 通过 传动 设备 依次 连接 的 下料 切割 装置 、 自动 定 长 装置 、 锥头 自动 焊接机 、 抛丸机 、 喷漆 装置 、 通风 装置 和 烘干 装置 ， 其中 下 料 装置 上 还 设有 打码 装置 ， 打码 装置 将 网架 杆件 组件 的 编号 打印 在 网架 杆件 组件 表面 ， 锥头 自动 焊接机 焊接 网架 杆件 组件 与其 两端 的 锥头 。 本发明 的 网架 杆件 组件 加工 自动化 生产线 采用 传动 设备 将 下料 切割 装置 、 自动 定 长 装置 、 锥头 自动 焊接机 、 抛丸机 、 喷漆 装置 、 通风 装置 和 烘干 装置 依次 连接 在 一起 ， 节省 了 网架 杆件 组件 与 锥头 的 焊接 时间 ， 提高 了 网架 杆件 组件 自下料 、 组装 、 焊接 、 抛丸 、 喷漆 、 烘干 、 成品 检验 等 环节 的 工作效率 。 

网架 杆件 组件 加工 生产线 用 坡口 机   实用新型 公开 了 网架 杆件 组件 加工 生产线 用 坡口 机 ， 包括 旋切 装置 ， 以及 分别 连接 在 旋切 装置 左 、 右 两端 的 传送 装置 和 定长 装置 ； 旋切 装置 朝向 传送 装置 和 定长 装置 方向 上 分别 设有 左 夹紧 装置 和 右 夹紧 装置 ； 左 夹紧 装置 和 右 夹紧 装置 分别 包括 底座 、 卡圈 和 若干 卡爪 ， 卡 圈套 在 网架 杆件 外 ， 底座 支撑 卡圈 ， 每 一个 卡圈 连接 有 若干 卡爪 ， 每 一个 卡爪 连接 在 卡圈 上 ， 并且 朝向 卡圈 的 中心 轴线 方向 可 伸缩 地 连接 ， 每 一个 卡爪 连接 一个 气缸 。 本 实用新型 的 网架 杆件 组件 加工 生产线 用 坡口 机 ， 实现 了 对 坡口 机 的 网架 杆件 端部 的 坡口 加工 时 的 自动 夹紧 ， 进而 提高 了 其 加工 效率 ， 保证 了 网架 杆件 端部 尺寸 的 加工 精度 ， 从而 提高 了 网架 杆件 的 质量 。 

一种 网架 结构 拉 、 压 复合 支座   本 实用新型 公开 了 一种 网架 结构 拉 、 压 复合 支座 ， 包括 支座 加劲 板 、 网架 支座 球 、 支座 底板 和 底面 预埋 板 ， 还 包括 支撑 钢棒 ， 支座 底板 的 上部 设有 支座 加劲 板 和 支撑 钢棒 ， 支座 底板 和 支撑 钢棒 均 是 通过 焊接 与 支座 加劲 板 连接 ， 支座 底板 和 支撑 钢棒 通过 焊接 连接 ， 支座 加劲 板 设置 在 支撑 钢棒 的 四周 呈 十字形 ， 支座 加劲 板 与 支撑 钢棒 焊接 连接 ， 支撑 钢棒 的 上部 设有 网架 支座 球 ， 支撑 钢棒 的 四周 与 网架 支座 球 通过 焊接 连接 ， 支撑 钢棒 的 上部 与 网架 支座 球 通过 高强 螺栓 连接 直接 承受 着 支座 的 拉力 ， 将 网架 支座 球 与 支撑 钢棒 刨 平顶 紧 直接 承受 着 支座 的 压力 ， 支座 加劲 板 与 网架 支座 球 通过 焊接 连接 。 本 实用新型 结构 简单 ， 使用方便 ， 解决 了 现有 技术 的 网架 结构 支座 抗拉 能力 弱 的 问题 。 

网架 杆件 组件 加工 打码 工艺   本发明 公开 了 网架 杆件 组件 加工 打码 工艺 ， 其 对 网架 干架 组件 加工过程 中 的 下料 、 装配 锥头 、 组件 加工 、 贴 条形码 和 扫码 入库 进行 了 合理 的 布局 以及 配置 ； 解决 了 原 传统工艺 所有 杆件 标识 全部 采用 人工 标识 ， 经常出现 标 错号 、 漏号 或者 多 号 等 技术 问题 ， 其 采用 对 网架 杆件 及 与其 配套 使用 的 封板 或者 锥头 分别 编号 、 同时 打码 ， 并且 在 装配 焊接 时 采用 编号 对应 的 工艺 ， 实现 网架 杆件 与 锥头 或者 封板 的 一一对应 ， 同时 在 网架 杆件 组装 完成 之后 ， 在 网架 杆件 组件 上 贴 上 对应 的 条形码 ， 条形码 上 包含 网架 杆件 的 所有 信息 ， 并 通过 条形码 将 网架 杆件 组件 信息 存入 计算机 ， 从而 方便 了 网架 杆件 组件 在 后期 使用 以及 装配 调度 过程 中 ， 便于管理 以及 统计 ， 提高 其 加工 以及 使用 效率 。 

